Property URL,MLS ID,Property type,Number of days on Zillow,Property price (USD),Sold date (MM/DD/YYYY),Living area,Living area unit,Price per living area unit (USD),Lot/land area,Lot/land area unit,Bedrooms,Bathrooms,Image URL,Street address,City,Zip,State,Country,Latitude,Longitude,Project Type,Curb Appeal,Kitchen,Bathroom,Flooring,Yard,Pool,Walk in Closet,Primary Suite,Flow,Laundry Room,Patio,Energy Star Windows,Exterior Lighting,Ceiling Fan,Garage Storage,Front Porch,Hardwood Flooring,Full Bath Main Level,Energy Star Appliances,Walk In Pantry,Landscaping,Table Space in Kitchen
https://www.zillow.com/homedetails/372-W-Macarthur-St-Sonoma-CA-95476/15770565_zpid/,,Single Family,284,945000,########,990,sqft,954.55,6000,sqft,3,1,https://photos.zillowstatic.com/fp/1dcddd5da8892c59a9da582e7f52fbf6-p_e.jpg,372 W Macarthur St,Sonoma,95476,CA,USA,38.28569,-122.466,Small Projects,10,1,5,9,5,1,7,5,4,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/990-Harley-St-Sonoma-CA-95476/15827661_zpid/,,Single Family,284,445000,########,850,sqft,523.53,,,2,1,https://photos.zillowstatic.com/fp/9d834812a02126c9d785b17d9e421387-p_e.jpg,990 Harley St,Sonoma,95476,CA,USA,38.30409,-122.477,Small Projects,10,7,9,8,6,0,2,8,10,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/20701-Meadow-Dr-Sonoma-CA-95476/15837616_zpid/,,Single Family,284,780777,########,1650,sqft,473.2,6499.15,sqft,2,2,https://photos.zillowstatic.com/fp/c731c8eaf4274ca397af0a21c066a1eb-p_e.jpg,20701 Meadow Dr,Sonoma,95476,CA,USA,38.26783,-122.496,Small Projects,7,9,3,9,1,0,1,10,5,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/998-Cherry-Ave-Sonoma-CA-95476/15796882_zpid/,,Single Family,286,719000,########,1623,sqft,443.01,7000.09,sqft,3,2,https://photos.zillowstatic.com/fp/fc23fc14b9b551debbb2496d2f0d3c8c-p_e.jpg,998 Cherry Ave,Sonoma,95476,CA,USA,38.30745,-122.496,Small Projects,4,10,8,1,8,0,4,1,6,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/132-S-Temelec-Cir-Sonoma-CA-95476/15838218_zpid/,,Single Family,286,925000,########,1932,sqft,478.78,5236,sqft,3,3,https://photos.zillowstatic.com/fp/878afc29ac283e3f9d8db3b0870d204e-p_e.jpg,132 S Temelec Cir,Sonoma,95476,CA,USA,38.26225,-122.487,Small Projects,9,8,2,8,6,1,10,10,4,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/16948-Schiller-Ct-Sonoma-CA-95476/15800130_zpid/,,Single Family,291,780000,########,1196,sqft,652.17,6500,sqft,2,2,https://photos.zillowstatic.com/fp/8e9e61132870947d3222b605ba80aea3-p_e.jpg,16948 Schiller Ct,Sonoma,95476,CA,USA,38.32654,-122.488,Small Projects,8,4,2,6,8,1,9,2,10,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/17373-Buena-Vista-Ave-Sonoma-CA-95476/15800546_zpid/,,Single Family,292,650000,########,560,sqft,1160.71,6499.15,sqft,1,1,https://photos.zillowstatic.com/fp/9e82756fbb8bcb0310f74371c5d4cc56-p_e.jpg,17373 Buena Vista Ave,Sonoma,95476,CA,USA,38.3204,-122.482,Small Projects,10,5,6,9,10,0,10,7,5,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/400-Arroyo-Rd-Sonoma-CA-95476/15801122_zpid/,,Single Family,292,629000,########,1092,sqft,576.01,4600,sqft,2,2,https://photos.zillowstatic.com/fp/beb28a0e681e91fc37e991b70294a3db-p_e.jpg,400 Arroyo Rd,Sonoma,95476,CA,USA,38.31429,-122.479,Turn Key,7,8,8,10,4,1,1,3,10,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/490-W-Spain-St-Sonoma-CA-95476/15769667_zpid/,,Single Family,297,841000,########,1398,sqft,601.57,10001.38,sqft,3,2,https://photos.zillowstatic.com/fp/4a7d46634fd801dc549f4382dff8748a-p_e.jpg,490 W Spain St,Sonoma,95476,CA,USA,38.29491,-122.468,Small Projects,7,1,6,5,6,0,4,2,5,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/130-Orchard-Ave-Sonoma-CA-95476/15801062_zpid/,,Single Family,297,805000,########,921,sqft,874.05,5349.17,sqft,2,2,https://photos.zillowstatic.com/fp/b8981cb585fc7dddd0d0c4df7b96b4e8-p_e.jpg,130 Orchard Ave,Sonoma,95476,CA,USA,38.31219,-122.484,Small Projects,10,1,10,10,2,1,3,5,2,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/17199-Park-Ave-Sonoma-CA-95476/15800416_zpid/,,Single Family,298,420000,########,636,sqft,660.38,10001.38,sqft,2,1,https://photos.zillowstatic.com/fp/8e0ed16a5c06478f050fbfafea516931-p_e.jpg,17199 Park Ave,Sonoma,95476,CA,USA,38.32366,-122.484,Small Projects,3,10,6,7,4,0,3,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/18112-California-Ct-Sonoma-CA-95476/15798515_zpid/,,Townhouse,301,755000,########,1514,sqft,498.68,3450,sqft,2,2,https://photos.zillowstatic.com/fp/37be286276a4b5395324e34299f01b24-p_e.jpg,18112 California Ct,Sonoma,95476,CA,USA,38.31015,-122.494,Small Projects,9,8,10,7,9,1,6,7,1,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/17615-Johnson-Ave-Sonoma-CA-95476/15800673_zpid/,,Single Family,301,725000,########,1806,sqft,401.44,6000,sqft,3,2,https://photos.zillowstatic.com/fp/95f4811f1a7c10ae7c45db4d7be5bac8-p_e.jpg,17615 Johnson Ave,Sonoma,95476,CA,USA,38.31744,-122.486,Small Projects,2,5,4,1,7,0,6,10,8,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/805-Princeton-Dr-Sonoma-CA-95476/15798570_zpid/,,Single Family,304,860000,########,2088,sqft,411.88,2583.11,sqft,3,3,https://photos.zillowstatic.com/fp/d1799cee5cdceb0fe07755d61c3021ce-p_e.jpg,805 Princeton Dr,Sonoma,95476,CA,USA,38.30928,-122.493,Small Projects,9,3,8,7,10,0,8,8,10,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/261-Todd-Ave-Sonoma-CA-95476/15829944_zpid/,,Single Family,304,834000,########,1384,sqft,602.6,2940.3,sqft,3,3,https://photos.zillowstatic.com/fp/0317eaf70468bc5b8d94167e9cdbb16e-p_e.jpg,261 Todd Ave,Sonoma,95476,CA,USA,38.27733,-122.465,Big Project,7,3,1,2,8,0,1,3,6,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/428-Andrieux-St-Sonoma-CA-95476/15770205_zpid/,,Single Family,313,745000,########,1089,sqft,684.11,7810.31,sqft,3,1,https://photos.zillowstatic.com/fp/647eba6481c910521a52c93da928184a-p_e.jpg,428 Andrieux St,Sonoma,95476,CA,USA,38.28894,-122.467,Small Projects,9,5,1,8,5,0,10,9,4,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/651-Gregory-Cir-Sonoma-CA-95476/15771359_zpid/,,Single Family,313,860000,########,1803,sqft,476.98,6081,sqft,2,2,https://photos.zillowstatic.com/fp/279aee0babcec3cc1402b6903d61c2f1-p_e.jpg,651 Gregory Cir,Sonoma,95476,CA,USA,38.29135,-122.476,Small Projects,2,6,5,3,2,0,8,10,6,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/859-Donald-St-Sonoma-CA-95476/15827751_zpid/,,Single Family,314,910000,########,1641,sqft,554.54,6600,sqft,3,2,https://photos.zillowstatic.com/fp/70552c644bb6a663098c43db7c9b1df8-p_e.jpg,859 Donald St,Sonoma,95476,CA,USA,38.30438,-122.474,Small Projects,6,3,8,8,1,1,9,10,5,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/17936-Riverside-Dr-Sonoma-CA-95476/15831748_zpid/,,Single Family,315,680000,########,1221,sqft,556.92,7000.09,sqft,3,2,https://photos.zillowstatic.com/fp/bc202bb3a167fd33aa3fe21615f45ee7-p_e.jpg,17936 Riverside Dr,Sonoma,95476,CA,USA,38.31423,-122.489,Small Projects,10,2,6,9,4,0,8,7,10,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/10-Temelec-Cir-Sonoma-CA-95476/15837469_zpid/,,Single Family,319,739000,########,1494,sqft,494.65,8001.97,sqft,3,2,https://photos.zillowstatic.com/fp/4c4c2703eb3d20da61d53a0adaafb0c7-p_e.jpg,10 Temelec Cir,Sonoma,95476,CA,USA,38.26519,-122.49,Small Projects,7,6,9,2,3,1,4,3,10,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/358-Lake-St-Sonoma-CA-95476/15800081_zpid/,,Single Family,321,765000,########,966,sqft,791.93,4696,sqft,2,1,https://photos.zillowstatic.com/fp/ad14aa3b51441b08aecfee0d770868f3-p_e.jpg,358 Lake St,Sonoma,95476,CA,USA,38.32347,-122.492,Small Projects,4,2,1,7,2,0,2,2,6,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/130-Calle-Petite-Sarah-Sonoma-CA-95476/15837811_zpid/,,Single Family,321,962500,########,1532,sqft,628.26,0.34,acres,2,2,https://photos.zillowstatic.com/fp/3d9cb25126a46a30327e4aa68228f9b5-p_e.jpg,130 Calle Petite Sarah,Sonoma,95476,CA,USA,38.26419,-122.493,Small Projects,7,4,4,3,9,1,7,4,8,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/248-Theodor-Ln-Sonoma-CA-95476/15800188_zpid/,,Single Family,322,899000,########,1466,sqft,613.23,5937.23,sqft,3,2,https://photos.zillowstatic.com/fp/e2bab55eea6fd0dbb7efcce297e04cd1-p_e.jpg,248 Theodor Ln,Sonoma,95476,CA,USA,38.32845,-122.485,Small Projects,8,10,4,2,2,1,9,2,10,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/92-Hooker-Ave-Sonoma-CA-95476/15800310_zpid/,,Single Family,322,880000,########,1569,sqft,560.87,7993.26,sqft,3,3,https://photos.zillowstatic.com/fp/1563ec690942e9274e4a7c1a0886e406-p_e.jpg,92 Hooker Ave,Sonoma,95476,CA,USA,38.32512,-122.486,Small Projects,3,1,1,5,10,0,6,4,5,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/485-Emilys-Meadow-Ct-Sonoma-CA-95476/15829819_zpid/,,Single Family,322,880000,########,1965,sqft,447.84,5855,sqft,3,2,https://photos.zillowstatic.com/fp/4e3b0dceeb263da2ec4b79e359732335-p_e.jpg,485 Emilys Meadow Ct,Sonoma,95476,CA,USA,38.28288,-122.469,Small Projects,9,5,4,7,5,1,8,8,6,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/181-Vineyard-Cir-Sonoma-CA-95476/15837578_zpid/,,Single Family,322,690000,########,1199,sqft,575.48,1451,sqft,2,2,https://photos.zillowstatic.com/fp/ef7d8e3c1cbf2aa31a4809b3da881591-p_e.jpg,181 Vineyard Cir,Sonoma,95476,CA,USA,38.26472,-122.493,Small Projects,10,4,10,5,2,1,10,2,7,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/195-Temelec-Cir-Sonoma-CA-95476/15837600_zpid/,,Single Family,334,760000,########,1376,sqft,552.33,6700,sqft,3,2,https://photos.zillowstatic.com/fp/762ea387296c14253a6114f655be2ce8-p_e.jpg,195 Temelec Cir,Sonoma,95476,CA,USA,38.26704,-122.499,Small Projects,9,10,4,9,7,0,2,6,9,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/923-Country-Meadow-Ln-Sonoma-CA-95476/15796900_zpid/,,Single Family,335,857000,########,1675,sqft,511.64,7501.03,sqft,3,2,https://photos.zillowstatic.com/fp/de4b6d805d7a77e8c9869a3652dc8578-p_e.jpg,923 Country Meadow Ln,Sonoma,95476,CA,USA,38.30611,-122.495,Small Projects,5,4,8,4,2,1,9,4,5,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/449-7th-St-W-Sonoma-CA-95476/15828923_zpid/,,Condominium,335,440000,########,1200,sqft,366.67,1,sqft,2,2,,449 7th St W,Sonoma,95476,CA,USA,38.29431,-122.471,Small Projects,5,5,1,6,3,1,8,9,2,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/749-Crocus-Dr-Sonoma-CA-95476/15837966_zpid/,,Single Family,335,760000,########,1532,sqft,496.08,5662,sqft,2,2,,749 Crocus Dr,Sonoma,95476,CA,USA,38.26506,-122.5,Small Projects,5,7,4,9,8,1,3,9,3,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/402-W-Verano-Ave-Sonoma-CA-95476/15797437_zpid/,,Single Family,339,931125,########,1397,sqft,666.52,8986.43,sqft,2,2,https://photos.zillowstatic.com/fp/767962fcfebe34ad2e6e01731d7666d6-p_e.jpg,402 W Verano Ave,Sonoma,95476,CA,USA,38.3018,-122.486,Small Projects,5,7,10,4,1,0,4,3,6,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/18665-Melody-Ln-Sonoma-CA-95476/15801502_zpid/,,Single Family,347,965000,########,1570,sqft,614.65,7148.2,sqft,3,3,https://photos.zillowstatic.com/fp/b82f5105301357b669f4d381decd33f4-p_e.jpg,18665 Melody Ln,Sonoma,95476,CA,USA,38.30718,-122.48,Small Projects,6,4,2,5,8,0,4,2,7,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/19270-Robinson-Rd-Sonoma-CA-95476/15828485_zpid/,,Single Family,347,1000000,########,1600,sqft,625,5662,sqft,3,2,,19270 Robinson Rd,Sonoma,95476,CA,USA,38.29723,-122.473,Small Projects,1,6,7,5,10,0,9,6,7,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/19276-Robinson-Rd-Sonoma-CA-95476/2100855280_zpid/,,Single Family,347,1000000,########,1600,sqft,625,6000,sqft,3,2,https://photos.zillowstatic.com/fp/0b4b5376b074e4c7013160fa38aa5bd1-p_e.jpg,19276 Robinson Rd,Sonoma,95476,CA,USA,38.2972,-122.473,Small Projects,6,7,1,8,4,0,9,1,7,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/366-Avenida-Barbera-Sonoma-CA-95476/15837792_zpid/,,Single Family,349,900000,########,1750,sqft,514.29,8494,sqft,2,2,https://photos.zillowstatic.com/fp/c6d06646b92108eec007d73b0f43fa0f-p_e.jpg,366 Avenida Barbera,Sonoma,95476,CA,USA,38.26375,-122.49,Small Projects,10,3,5,10,3,1,5,7,2,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/20130-5th-St-W-Sonoma-CA-95476/111436574_zpid/,,Single Family,350,935000,########,892,sqft,1048.21,0.33,acres,2,1,https://photos.zillowstatic.com/fp/cfd32fa079aa8f48618279a1b195978e-p_e.jpg,20130 5th St W,Sonoma,95476,CA,USA,38.28088,-122.469,Small Projects,2,8,2,4,10,0,7,7,4,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/635-Anthony-Ct-Sonoma-CA-95476/15771365_zpid/,,Single Family,353,775000,########,1772,sqft,437.36,,sqft,2,2,https://photos.zillowstatic.com/fp/022a34cb8db69a2032891cb59e590785-p_e.jpg,635 Anthony Ct,Sonoma,95476,CA,USA,38.29116,-122.475,Small Projects,5,3,6,5,5,0,6,3,5,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/565-3rd-St-W-Sonoma-CA-95476/15769953_zpid/,,Single Family,355,850000,8/9/2023,1400,sqft,607.14,6120.18,sqft,3,1,https://photos.zillowstatic.com/fp/e9a8706794b3e750f475fdc5fce6f862-p_e.jpg,565 3rd St W,Sonoma,95476,CA,USA,38.29131,-122.464,Small Projects,7,9,6,7,3,0,2,9,7,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/832-W-2nd-St-Sonoma-CA-95476/15771114_zpid/,,Townhouse,356,710000,8/8/2023,1402,sqft,506.42,2178,sqft,2,2,https://photos.zillowstatic.com/fp/99a71cb1f3470e91e82349aa64a12db3-p_e.jpg,832 W 2nd St,Sonoma,95476,CA,USA,38.28639,-122.461,Small Projects,8,7,9,7,10,0,4,4,10,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/241-Avenida-Barbera-Sonoma-CA-95476/15837840_zpid/,,Single Family,356,926500,8/8/2023,1700,sqft,545,7701.41,sqft,2,2,https://photos.zillowstatic.com/fp/00579902531c07edee6e3aa36f134ed5-p_e.jpg,241 Avenida Barbera,Sonoma,95476,CA,USA,38.2621,-122.488,Small Projects,8,2,4,5,2,1,5,5,4,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/832-2nd-St-W-Sonoma-CA-95476/2055494690_zpid/,,Townhouse,356,710000,8/8/2023,1402,sqft,506.42,2269.48,sqft,2,2,https://photos.zillowstatic.com/fp/a40d17d74efd9c9395c2823d0e1b6b27-p_e.jpg,832 2nd St W,Sonoma,95476,CA,USA,38.28639,-122.461,Small Projects,10,2,5,6,7,1,1,8,3,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/472-Crivelli-Dr-Sonoma-CA-95476/15800074_zpid/,,Single Family,357,899000,8/7/2023,1544,sqft,582.25,6098,sqft,4,2,https://photos.zillowstatic.com/fp/e93d18475355c8cb8c8f558b73ed96d4-p_e.jpg,472 Crivelli Dr,Sonoma,95476,CA,USA,38.3239,-122.494,Small Projects,9,7,4,1,3,1,10,5,10,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/907-Los-Robles-Dr-Sonoma-CA-95476/15801672_zpid/,,Single Family,357,825000,8/7/2023,1752,sqft,470.89,0.27,acres,3,2,https://photos.zillowstatic.com/fp/6cf20859de5a899ba9c74632f3ebabc1-p_e.jpg,907 Los Robles Dr,Sonoma,95476,CA,USA,38.3149,-122.474,Small Projects,2,3,6,10,9,1,5,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/20873-Via-Colombard-Sonoma-CA-95476/15837866_zpid/,,Single Family,357,700000,8/7/2023,1314,sqft,532.72,5290,sqft,2,2,https://photos.zillowstatic.com/fp/1dc8fe232f5ee14b82eec95994142190-p_e.jpg,20873 Via Colombard,Sonoma,95476,CA,USA,38.26347,-122.494,Big Project,2,2,2,2,5,0,1,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/21253-Via-Colombard-Sonoma-CA-95476/15837994_zpid/,,Single Family,357,785000,8/7/2023,1532,sqft,512.4,7200.47,sqft,2,2,https://photos.zillowstatic.com/fp/5a03a51587a16a6551b6521473f6e6a8-p_e.jpg,21253 Via Colombard,Sonoma,95476,CA,USA,38.26424,-122.5,Small Projects,1,8,3,10,4,0,10,10,6,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/1385-Lubeck-St-Sonoma-CA-95476/15829935_zpid/,,Single Family,362,972500,8/2/2023,1134,sqft,857.58,4504.1,sqft,2,2,https://photos.zillowstatic.com/fp/f2f51bb8fdbb1e5e0a0bd5b06292380c-p_e.jpg,1385 Lubeck St,Sonoma,95476,CA,USA,38.27697,-122.465,Small Projects,6,10,4,1,9,1,1,10,10,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/1180-Fryer-Creek-Rd-Sonoma-CA-95476/15830009_zpid/,,Single Family,364,860000,########,1419,sqft,606.06,2795,sqft,3,3,,1180 Fryer Creek Rd,Sonoma,95476,CA,USA,38.28006,-122.465,Small Projects,9,3,7,7,4,0,9,9,8,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/1180-Fryer-Creek-Dr-Sonoma-CA-95476/2072291197_zpid/,,Single Family,364,860000,########,1419,sqft,606.06,,sqft,3,3,https://photos.zillowstatic.com/fp/2b557d254b0aaed5fc999b7ffa0b9b56-p_e.jpg,1180 Fryer Creek Dr,Sonoma,95476,CA,USA,38.28006,-122.465,Small Projects,2,2,7,2,3,1,6,5,7,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/1375-Mission-Dr-Sonoma-CA-95476/15837527_zpid/,,Single Family,367,394000,########,784,sqft,502.55,1,sqft,1,1,https://photos.zillowstatic.com/fp/58c692d35d17ee9ee339dce213c2950b-p_e.jpg,1375 Mission Dr,Sonoma,95476,CA,USA,38.26468,-122.491,Turn Key,1,9,8,8,3,0,9,9,3,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/1385-Avenida-Sebastiani-Sonoma-CA-95476/15837746_zpid/,,Single Family,367,775000,########,1382,sqft,560.78,4948.42,sqft,2,2,https://photos.zillowstatic.com/fp/0fc8df4c07571070489bac3037226023-p_e.jpg,1385 Avenida Sebastiani,Sonoma,95476,CA,USA,38.26336,-122.491,Small Projects,5,8,5,8,5,0,7,1,6,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/21284-Via-Colombard-Sonoma-CA-95476/15838019_zpid/,,Single Family,367,910000,########,1844,sqft,493.49,7801.6,sqft,3,2,https://photos.zillowstatic.com/fp/700459350ff42837cb807a89bc95b56b-p_e.jpg,21284 Via Colombard,Sonoma,95476,CA,USA,38.26412,-122.501,Small Projects,4,4,5,6,6,0,8,5,8,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/1374-Mission-Dr-Sonoma-CA-95476/2060229781_zpid/,,Single Family,367,394000,########,784,sqft,502.55,1307,sqft,1,1,https://photos.zillowstatic.com/fp/69dc332a0d148efee518f010ef32284e-p_e.jpg,1374 Mission Dr,Sonoma,95476,CA,USA,38.26466,-122.491,Small Projects,2,10,5,3,7,1,2,4,10,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/106-Sunnyside-Ave-Sonoma-CA-95476/15800405_zpid/,,Single Family,368,750000,########,1116,sqft,672.04,10498,sqft,2,2,https://photos.zillowstatic.com/fp/98f6593e845908593d2d574f617f7b87-p_e.jpg,106 Sunnyside Ave,Sonoma,95476,CA,USA,38.32247,-122.486,Small Projects,1,2,6,10,4,0,6,6,10,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/775-Country-Meadow-Ln-Sonoma-CA-95476/15796911_zpid/,,Single Family,369,835000,########,1630,sqft,512.27,5750,sqft,3,3,https://photos.zillowstatic.com/fp/0036e1e0fff0ca5a2f17d4e98118fbe6-p_e.jpg,775 Country Meadow Ln,Sonoma,95476,CA,USA,38.30641,-122.494,Small Projects,6,2,4,10,7,1,7,8,2,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/122-Vineyard-Cir-Sonoma-CA-95476/15837487_zpid/,,Single Family,375,700000,########,1568,sqft,446.43,5201.06,sqft,3,2,https://photos.zillowstatic.com/fp/b91e84f092c0f4669dca5cbce23c70e0-p_e.jpg,122 Vineyard Cir,Sonoma,95476,CA,USA,38.26559,-122.494,Small Projects,5,6,1,5,8,0,10,4,3,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/663-Cherry-Ave-Sonoma-CA-95476/15798611_zpid/,,Condominium,381,637500,########,1289,sqft,494.57,1133,sqft,2,2,https://photos.zillowstatic.com/fp/4e50c938d11c12a1dd9de494adcc5651-p_e.jpg,663 Cherry Ave,Sonoma,95476,CA,USA,38.30974,-122.491,Small Projects,6,1,1,7,8,1,10,5,6,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/17160-Keaton-Ave-Sonoma-CA-95476/15800414_zpid/,,Single Family,384,655000,########,1279,sqft,512.12,7501.03,sqft,2,2,https://photos.zillowstatic.com/fp/cb55e0d749eaa8a565d29d288b81768d-p_e.jpg,17160 Keaton Ave,Sonoma,95476,CA,USA,38.32394,-122.484,Small Projects,7,5,1,9,3,0,1,6,10,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/18657-Manzanita-Rd-Sonoma-CA-95476/15801520_zpid/,,Single Family,384,710000,########,896,sqft,792.41,10001.38,sqft,2,1,https://photos.zillowstatic.com/fp/a429405019f7e49c7fc1634dba6e5005-p_e.jpg,18657 Manzanita Rd,Sonoma,95476,CA,USA,38.30767,-122.479,Small Projects,2,3,5,5,2,1,9,4,9,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/237-Avenida-Barbera-Sonoma-CA-95476/15837839_zpid/,,Single Family,384,865000,########,1532,sqft,564.62,5662,sqft,2,2,,237 Avenida Barbera,Sonoma,95476,CA,USA,38.26194,-122.488,Big Project,1,1,1,1,1,1,9,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/1123-Broadway-Sonoma-CA-95476/64808361_zpid/,,Single Family,384,855000,########,1456,sqft,587.23,3485,sqft,3,3,https://photos.zillowstatic.com/fp/5deddd7e261cfaa4612755d18cb25aba-p_e.jpg,1123 Broadway,Sonoma,95476,CA,USA,38.28079,-122.46,Small Projects,7,7,5,8,4,1,8,2,6,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/168-Piper-Ln-Sonoma-CA-95476/58493081_zpid/,,Single Family,388,1000000,7/7/2023,1787,sqft,559.6,3611.12,sqft,3,3,https://photos.zillowstatic.com/fp/5c4ab2fc646e4ba9061320ab867627a5-p_e.jpg,168 Piper Ln,Sonoma,95476,CA,USA,38.28594,-122.461,Small Projects,1,10,3,8,6,0,7,8,3,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/935-W-Spain-St-APT-J-Sonoma-CA-95476/15829042_zpid/,,Condominium,395,728800,########,1461,sqft,498.84,2409,sqft,3,3,https://photos.zillowstatic.com/fp/02ea664ff6482619e0f3a5e3b4f6f432-p_e.jpg,935 W Spain St APT J,Sonoma,95476,CA,USA,38.29467,-122.474,Small Projects,8,8,5,6,4,0,8,4,8,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/27-Temelec-Cir-Sonoma-CA-95476/15837431_zpid/,,Single Family,395,632500,########,1008,sqft,627.48,6120.18,sqft,2,2,https://photos.zillowstatic.com/fp/301f9675fff529882424c1a63907951e-p_e.jpg,27 Temelec Cir,Sonoma,95476,CA,USA,38.26691,-122.489,Small Projects,4,5,10,4,3,1,3,5,8,-,-,-,-,-,-,-,-,-,-,-,-,-
https://www.zillow.com/homedetails/131-W-Agua-Caliente-Rd-Sonoma-CA-95476/15800112_zpid/,,Single Family,397,799000,########,1440,sqft,554.86,7405,sqft,3,2,,131 W Agua Caliente Rd,Sonoma,95476,CA,USA,38.32049,-122.502,Small Projects,8,10,5,9,4,1,1,2,5,-,-,-,-,-,-,-,-,-,-,-,-,-
